c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-CF8F10CD,75,18,Enugu-Ukwu,Anambra,Charity Obi,2012-06-28,Verified
C-OF-O-8298DDD5,184,31,Amawbia,Anambra,Benjamin Oshodi,2021-09-19,Verified
C-OF-O-29FC4115,96,36,New Haven,Enugu,Cornelius Obasanjo,2013-08-24,Verified
C-OF-O-2A742B0E,37,38,Enugu-Ukwu,Anambra,Blessing Chukwu,2019-07-14,Verified
C-OF-O-B7F866CA,67,47,Amawbia,Anambra,John Adetokunbo,2024-03-06,Verified
C-OF-O-8A8E8D8B,56,11,Ikeja GRA,Lagos,Elizabeth Oshodi,2021-08-23,Verified
C-OF-O-0DEB9761,160,5,Victoria Island,Lagos,Elizabeth Oyekan,2014-12-09,Verified
C-OF-O-53615A26,93,20,Victoria Island,Lagos,Peace Abiola,2022-12-31,Verified
C-OF-O-3D8F3940,28,6,Uwani,Enugu,Peter Okonkwo,2018-05-08,Pledged as Collateral
C-OF-O-C32DF5E1,19,11,Ikoyi,Lagos,Patience Obi,2023-01-20,Verified
C-OF-O-CE19FCF7,182,42,Nnewi,Anambra,Benjamin Nnamani,2013-03-05,Verified
C-OF-O-7A23B5A6,114,25,Uwani,Enugu,Esther Obasanjo,2024-03-01,Verified
C-OF-O-5A3EC5E4,116,34,Victoria Island,Lagos,Joy Balogun,2013-06-18,Verified
C-OF-O-81B01D08,101,40,Ikeja GRA,Lagos,Peace Nnamani,2021-08-12,Verified
C-OF-O-2126EFA4,36,31,Victoria Island,Lagos,Deborah Oshodi,2022-04-15,Verified
C-OF-O-533553F2,31,24,Trans-Ekulu,Enugu,Samuel Adeyemi,2013-05-09,Verified
C-OF-O-971837C1,67,31,Trans-Ekulu,Enugu,Joshua Adeyemi,2022-12-30,Verified
C-OF-O-C6F5F51E,63,44,Surulere,Lagos,Grace Oshodi,2011-03-23,Verified
C-OF-O-C589E0CE,47,35,Amawbia,Anambra,Mary Nnamani,2017-03-03,Verified
C-OF-O-6FE9F0A7,101,2,Enugu-Ukwu,Anambra,Daniel Obi,2015-01-26,Verified
C-OF-O-4E7F5A59,69,17,New Haven,Enugu,Hope Ogunleye,2014-02-07,Verified
C-OF-O-C8A55F95,51,1,New Haven,Enugu,John Balogun,2024-10-17,Verified
C-OF-O-90105BFA,132,18,Uwani,Enugu,Angela Oshodi,2018-04-08,Verified
C-OF-O-081B71D5,16,14,Amawbia,Anambra,Joy Chukwu,2024-04-21,Verified
C-OF-O-5AAB2DBA,173,32,Victoria Island,Lagos,Gabriel Chukwu,2023-06-07,Verified
C-OF-O-FD91D307,132,6,Trans-Ekulu,Enugu,Cornelius Ojo,2017-12-24,Verified
C-OF-O-0ADAFD4A,160,43,Ikoyi,Lagos,Angela Oyekan,2017-11-12,Verified
C-OF-O-C99B7A67,78,39,Surulere,Lagos,Simon Obasanjo,2010-10-24,Verified
C-OF-O-C654C181,49,21,Onitsha GRA,Anambra,Blessing Balogun,2014-09-02,Verified
C-OF-O-533076BC,95,31,Trans-Ekulu,Enugu,Grace Uche,2020-05-12,Verified
C-OF-O-1223A130,83,4,Enugu-Ukwu,Anambra,Michael Ekwueme,2012-12-14,Verified
C-OF-O-495ECE5C,17,7,Trans-Ekulu,Enugu,Daniel Uche,2013-01-12,Verified
C-OF-O-EA0B4017,36,42,Surulere,Lagos,Nathaniel Ojo,2024-07-12,Verified
C-OF-O-7733E85E,3,20,Amawbia,Anambra,Ruth Chukwu,2011-04-07,Verified
C-OF-O-066D3E48,51,42,Amawbia,Anambra,James Obi,2014-01-25,Verified
C-OF-O-75502131,20,32,Onitsha GRA,Anambra,Esther Uche,2019-07-26,Verified
C-OF-O-08D2795B,139,27,Onitsha GRA,Anambra,Deborah Olawale,2022-12-28,Verified
C-OF-O-9874561A,31,31,Ikeja GRA,Lagos,Michael Olawale,2024-04-14,Verified
C-OF-O-CD240B09,93,44,Nnewi,Anambra,Joshua Uche,2015-02-23,Verified
C-OF-O-996BE870,106,13,Ikeja GRA,Lagos,Daniel Chukwu,2024-08-04,Verified
C-OF-O-310ECC02,5,39,Onitsha GRA,Anambra,Faith Nnamani,2011-09-22,Verified
C-OF-O-801894A8,133,6,Nnewi,Anambra,Peace Akinwale,2020-09-19,Verified
C-OF-O-8D95613C,40,17,Uwani,Enugu,James Akinwale,2020-08-18,Verified
C-OF-O-78A43569,3,20,Amawbia,Anambra,John Adeyemi,2021-08-17,Verified
C-OF-O-B879D37E,30,4,Ikoyi,Lagos,Elizabeth Oshodi,2021-05-07,Verified
C-OF-O-5A6505C3,94,33,New Haven,Enugu,Comfort Abiola,2014-08-27,Verified
C-OF-O-01DA02D2,112,32,Nnewi,Anambra,Deborah Okafor,2022-08-09,Verified
C-OF-O-49455988,178,11,Nnewi,Anambra,Gloria Oshodi,2018-09-14,Verified
C-OF-O-B4029B45,51,6,Uwani,Enugu,Joshua Akinwale,2017-10-12,Verified
C-OF-O-39433492,150,7,Amawbia,Anambra,Agnes Obi,2018-11-28,Verified
C-OF-O-FA566BD8,82,22,Ikeja GRA,Lagos,Esther Abiola,2023-07-26,Verified
C-OF-O-F2FEC0FC,94,46,GRA,Enugu,Paul Obi,2022-04-30,Verified
C-OF-O-95FA1EB9,59,11,Trans-Ekulu,Enugu,Andrew Oshodi,2019-01-20,Verified
C-OF-O-409A084D,156,5,Ikoyi,Lagos,Benjamin Oyekan,2018-05-10,Verified
C-OF-O-F1C4C980,62,46,New Haven,Enugu,Elizabeth Okafor,2022-05-18,Verified
C-OF-O-73E30EA4,171,4,Amawbia,Anambra,Andrew Uche,2011-12-13,Verified
C-OF-O-1F59A8F6,172,18,GRA,Enugu,Agnes Oyekan,2018-03-16,Verified
C-OF-O-8F800DA3,67,38,Uwani,Enugu,Mark Olawale,2012-10-24,Under Dispute
C-OF-O-4E81DDF2,31,37,New Haven,Enugu,Stephen Akinwale,2011-10-02,Verified
C-OF-O-CF97EFFE,137,29,Amawbia,Anambra,Stephen Olawale,2021-10-08,Verified
C-OF-O-00BDDD79,87,21,Trans-Ekulu,Enugu,Stephen Chukwu,2012-04-27,Verified
C-OF-O-C10D1A61,84,34,Ikoyi,Lagos,Victoria Balogun,2015-01-11,Verified
C-OF-O-C119C2CD,114,34,New Haven,Enugu,Faith Olawale,2015-01-31,Verified
C-OF-O-7C5F7239,43,36,Victoria Island,Lagos,Joseph Adeyemi,2024-07-15,Verified
C-OF-O-52876ECA,89,47,Ikeja GRA,Lagos,Angela Abiola,2010-11-24,Verified
C-OF-O-CF4C07C5,93,34,Surulere,Lagos,Daniel Olawale,2017-01-29,Verified
C-OF-O-725078F2,187,3,Nnewi,Anambra,John Olawale,2019-11-11,Revoked
C-OF-O-888C491A,104,45,Victoria Island,Lagos,Patience Oyekan,2011-07-28,Pledged as Collateral
C-OF-O-22F3AC65,86,18,Enugu-Ukwu,Anambra,Mark Olawale,2016-02-24,Verified
C-OF-O-DA43861A,157,33,GRA,Enugu,Hope Ibrahim,2017-10-21,Verified
C-OF-O-AF0ADF94,29,49,Uwani,Enugu,Michael Chukwu,2014-07-28,Verified
C-OF-O-B79CE324,197,40,Uwani,Enugu,Blessing Ibrahim,2011-02-06,Verified
C-OF-O-B01E7147,145,41,Victoria Island,Lagos,Juliet Ogunleye,2012-02-20,Verified
C-OF-O-E5618C13,31,18,Ikeja GRA,Lagos,Comfort Eze,2011-07-30,Verified
C-OF-O-4B37F0B7,31,15,Onitsha GRA,Anambra,Victoria Adeyemi,2024-05-26,Verified
C-OF-O-5BC9D75D,153,40,GRA,Enugu,Joshua Oshodi,2022-12-04,Verified
C-OF-O-E88DD90E,110,27,Ikoyi,Lagos,Philip Nnamani,2021-09-08,Verified
C-OF-O-F98D972F,193,36,Surulere,Lagos,Agnes Uche,2019-11-26,Verified
C-OF-O-B1AD4E73,63,23,Ikeja GRA,Lagos,Samuel Ojo,2011-06-27,Verified
C-OF-O-B19F4772,31,47,Trans-Ekulu,Enugu,Gloria Ojo,2017-06-23,Verified
C-OF-O-8B228AB0,62,15,Ikeja GRA,Lagos,Emmanuel Ogunleye,2019-08-23,Verified
C-OF-O-7E2DD6B4,184,14,Victoria Island,Lagos,David Uche,2019-01-20,Verified
C-OF-O-47BD2E4D,51,37,Ikoyi,Lagos,Cornelius Nnamani,2015-04-08,Verified
C-OF-O-23D07DC3,9,12,New Haven,Enugu,Gloria Nnamani,2014-07-23,Verified
C-OF-O-C1472CB4,4,47,Onitsha GRA,Anambra,Simon Balogun,2014-10-16,Verified
C-OF-O-2631CCD5,94,30,Victoria Island,Lagos,Simon Oyekan,2012-10-07,Verified
C-OF-O-0EB18F17,11,22,Surulere,Lagos,Michael Ojo,2014-03-19,Verified
C-OF-O-FD58B007,187,50,Amawbia,Anambra,Mary Akinwale,2014-12-06,Verified
C-OF-O-C587F7AB,42,50,Trans-Ekulu,Enugu,Mary Ekwueme,2018-01-01,Revoked
C-OF-O-00CB95D0,149,26,Ikeja GRA,Lagos,Deborah Ogunleye,2022-04-24,Verified
C-OF-O-3C264E7E,43,27,GRA,Enugu,Paul Ibrahim,2021-05-25,Verified
C-OF-O-C7392A64,23,4,Nnewi,Anambra,Victoria Oshodi,2018-09-23,Verified
C-OF-O-27686848,54,12,GRA,Enugu,Sarah Oshodi,2019-10-27,Verified
C-OF-O-12546A17,20,23,New Haven,Enugu,Nathaniel Ekwueme,2022-05-08,Verified
C-OF-O-22F1664B,9,41,Nnewi,Anambra,Esther Uche,2012-05-12,Verified
C-OF-O-AED1959D,78,21,Enugu-Ukwu,Anambra,Benjamin Ogunleye,2017-11-13,Verified
C-OF-O-7AD67B72,161,15,Enugu-Ukwu,Anambra,Andrew Ekwueme,2020-06-13,Verified
C-OF-O-8EE470CD,31,37,Enugu-Ukwu,Anambra,Philip Ibrahim,2015-04-17,Verified
C-OF-O-6D47F5A4,127,14,Ikeja GRA,Lagos,David Chukwu,2018-01-18,Verified
C-OF-O-C0F99496,19,39,Ikeja GRA,Lagos,Mary Akinwale,2022-09-16,Verified
C-OF-O-F3EDB22A,85,24,Onitsha GRA,Anambra,Andrew Ogunleye,2013-12-08,Verified
C-OF-O-2E2C5631,26,33,Nnewi,Anambra,Esther Abiola,2012-03-23,Verified
C-OF-O-76BA56FB,162,7,Surulere,Lagos,Comfort Obi,2019-11-26,Verified
C-OF-O-68F6DBC2,193,34,GRA,Enugu,Juliet Okafor,2021-08-22,Verified
C-OF-O-3778DB1A,168,7,Ikeja GRA,Lagos,Elizabeth Nnamani,2023-08-04,Verified
C-OF-O-920B6E7D,79,24,Enugu-Ukwu,Anambra,Peter Okafor,2012-02-06,Verified
C-OF-O-3EA2EE19,130,47,Enugu-Ukwu,Anambra,Daniel Adetokunbo,2014-11-13,Verified
C-OF-O-EAF98D2C,145,19,GRA,Enugu,Comfort Ojo,2024-08-17,Verified
C-OF-O-99BE7CDE,113,21,Nnewi,Anambra,Sarah Olawale,2012-10-07,Verified
C-OF-O-04220801,83,42,Onitsha GRA,Anambra,David Nnamani,2014-06-17,Verified
C-OF-O-EEA0B19C,126,5,Nnewi,Anambra,Grace Adetokunbo,2016-10-17,Verified
C-OF-O-55AB5F44,71,22,Uwani,Enugu,Andrew Okafor,2012-10-08,Verified
C-OF-O-B859A7FA,191,14,Enugu-Ukwu,Anambra,Joseph Oshodi,2012-03-18,Verified
C-OF-O-9E57E43D,173,25,GRA,Enugu,Agnes Balogun,2017-01-06,Verified
C-OF-O-34EBAFE6,26,50,Amawbia,Anambra,Blessing Chukwu,2017-03-16,Verified
C-OF-O-A3D63037,181,10,Amawbia,Anambra,Samuel Akinwale,2012-08-31,Verified
C-OF-O-2C9C5E96,128,30,Ikeja GRA,Lagos,Samuel Adetokunbo,2016-02-25,Verified
C-OF-O-2E012387,88,37,Ikeja GRA,Lagos,Philip Obi,2021-06-05,Verified
C-OF-O-77AF6482,18,47,Trans-Ekulu,Enugu,Mary Ojo,2014-01-11,Verified
C-OF-O-E4C4F6CD,27,48,New Haven,Enugu,Joseph Okonkwo,2019-07-05,Verified
C-OF-O-7EB7CCEF,122,3,Trans-Ekulu,Enugu,Stephen Okonkwo,2022-01-16,Verified
C-OF-O-6B01C421,145,44,Uwani,Enugu,Benjamin Obi,2021-01-13,Verified
C-OF-O-B400DBC4,178,30,Ikeja GRA,Lagos,Hope Eze,2012-02-05,Verified
C-OF-O-19B1EA46,13,25,Ikoyi,Lagos,Nathaniel Uche,2019-09-18,Verified
C-OF-O-1204609E,9,18,Amawbia,Anambra,Peace Ekwueme,2012-05-08,Verified
C-OF-O-3AC80717,81,37,Nnewi,Anambra,Joy Adetokunbo,2021-04-05,Verified
C-OF-O-C9A55D9E,166,46,Ikeja GRA,Lagos,Deborah Uche,2021-09-25,Verified
C-OF-O-BBAB4FF5,103,28,GRA,Enugu,David Nnamani,2022-10-20,Verified
C-OF-O-925AEFD2,21,46,New Haven,Enugu,Blessing Ogunleye,2016-11-02,Verified
C-OF-O-A2682229,88,19,Victoria Island,Lagos,Victoria Oyekan,2024-02-09,Verified
C-OF-O-D7824A24,79,16,New Haven,Enugu,Paul Abiola,2014-05-13,Verified
C-OF-O-C95C30D6,162,18,Uwani,Enugu,Gabriel Eze,2016-04-15,Verified
C-OF-O-E66BA6A4,27,4,Ikoyi,Lagos,Daniel Adeyemi,2024-03-11,Verified
C-OF-O-B0FE0DFA,10,21,Surulere,Lagos,Deborah Chukwu,2013-04-17,Verified
C-OF-O-687B4667,193,27,Victoria Island,Lagos,Agnes Adetokunbo,2020-08-12,Verified
C-OF-O-E048240B,143,31,Uwani,Enugu,Paul Uche,2013-08-31,Verified
C-OF-O-442444F0,88,43,New Haven,Enugu,Simon Ojo,2018-11-03,Verified
C-OF-O-A9E04C6B,77,5,GRA,Enugu,Comfort Obasanjo,2015-08-13,Verified
C-OF-O-ACFCFB82,149,8,Enugu-Ukwu,Anambra,Paul Ekwueme,2011-02-01,Verified
C-OF-O-C3F7BA48,183,10,Surulere,Lagos,Esther Obi,2012-03-12,Verified
C-OF-O-37404082,24,49,Ikeja GRA,Lagos,Mark Abiola,2016-04-01,Verified
C-OF-O-83468890,115,44,Ikeja GRA,Lagos,Gloria Akinwale,2011-07-20,Verified
C-OF-O-D9EC26CE,106,35,Amawbia,Anambra,Daniel Okonkwo,2021-10-13,Verified
C-OF-O-F8D9C09E,176,50,Onitsha GRA,Anambra,Peace Adetokunbo,2020-10-16,Verified
C-OF-O-631166CC,16,9,Nnewi,Anambra,James Eze,2012-07-03,Verified
C-OF-O-52EC9DB6,68,5,Ikoyi,Lagos,James Okafor,2017-12-26,Verified
C-OF-O-9C9E8AAD,183,10,Amawbia,Anambra,David Ojo,2023-11-05,Verified
C-OF-O-BBEDBAEA,17,11,Ikeja GRA,Lagos,Grace Ojo,2021-02-28,Verified
C-OF-O-3CD1598D,164,6,Surulere,Lagos,Joshua Eze,2013-12-08,Verified
C-OF-O-3B449824,82,13,Ikoyi,Lagos,Stephen Olawale,2022-04-09,Verified
C-OF-O-FADE1218,23,27,Enugu-Ukwu,Anambra,Deborah Adeyemi,2021-08-11,Verified
C-OF-O-8DA176D8,152,25,Ikoyi,Lagos,Grace Nnamani,2020-10-26,Revoked
C-OF-O-EEFF605A,74,18,Ikeja GRA,Lagos,Simon Adetokunbo,2012-07-03,Verified
C-OF-O-D6D016E1,122,23,Victoria Island,Lagos,Mary Eze,2022-08-31,Verified
C-OF-O-87867104,26,10,Trans-Ekulu,Enugu,Esther Oshodi,2011-02-11,Verified
C-OF-O-F0959D35,95,29,Uwani,Enugu,Esther Okafor,2022-08-07,Verified
C-OF-O-B351BC6D,26,7,New Haven,Enugu,Paul Balogun,2022-08-09,Verified
C-OF-O-2F69EBCA,51,14,Uwani,Enugu,Samuel Abiola,2024-08-17,Verified
C-OF-O-26092B4C,125,43,Nnewi,Anambra,Emmanuel Ekwueme,2021-05-25,Verified
C-OF-O-429911BE,91,37,Victoria Island,Lagos,Esther Nnamani,2022-04-30,Verified
C-OF-O-E8B0F2CC,187,46,Onitsha GRA,Anambra,Faith Ojo,2012-03-15,Verified
C-OF-O-C59CFFCF,179,24,Nnewi,Anambra,Grace Eze,2014-07-12,Pledged as Collateral
C-OF-O-3BEEB2BE,60,47,New Haven,Enugu,Joy Oshodi,2016-07-02,Verified
C-OF-O-C5CCB4F0,11,32,Enugu-Ukwu,Anambra,Faith Balogun,2023-11-18,Verified
C-OF-O-33B988B7,87,44,Ikeja GRA,Lagos,Philip Abiola,2014-08-30,Verified
C-OF-O-C437DDDE,98,11,Surulere,Lagos,James Obi,2018-02-04,Verified
C-OF-O-73E56989,46,44,New Haven,Enugu,Samuel Okafor,2018-09-16,Verified
C-OF-O-BC9A04DE,174,4,Onitsha GRA,Anambra,Samuel Oyekan,2022-08-11,Verified
C-OF-O-70FD7E5F,155,20,Uwani,Enugu,Angela Adeyemi,2018-10-01,Verified
C-OF-O-F8B66E79,119,21,Victoria Island,Lagos,Andrew Eze,2013-10-31,Verified
C-OF-O-AC5A1DBF,66,7,Uwani,Enugu,Gabriel Obasanjo,2021-06-06,Verified
C-OF-O-C01D14CE,138,18,Enugu-Ukwu,Anambra,Peter Nnamani,2015-08-23,Verified
C-OF-O-76B4563A,91,39,Amawbia,Anambra,Mary Ogunleye,2017-08-01,Verified
C-OF-O-75FD8090,44,43,Victoria Island,Lagos,Gloria Ekwueme,2022-10-04,Verified
C-OF-O-36C67F05,3,38,Enugu-Ukwu,Anambra,Sarah Oyekan,2024-04-13,Verified
C-OF-O-B13F252C,187,3,New Haven,Enugu,John Adetokunbo,2019-10-03,Verified
C-OF-O-62BD04C9,15,49,New Haven,Enugu,Cornelius Ibrahim,2024-03-08,Verified
C-OF-O-4D51BEE4,136,3,GRA,Enugu,Juliet Obasanjo,2022-06-17,Verified
C-OF-O-4AB4B7C5,124,39,Nnewi,Anambra,Emmanuel Ekwueme,2018-09-25,Verified
C-OF-O-346FD1EF,114,42,Amawbia,Anambra,Paul Akinwale,2021-12-25,Verified
C-OF-O-216C1441,102,9,Amawbia,Anambra,Mary Nnamani,2010-12-12,Verified
C-OF-O-37DC81F2,60,9,Amawbia,Anambra,Emmanuel Okonkwo,2017-08-29,Revoked
C-OF-O-2C72617D,182,40,New Haven,Enugu,Michael Okonkwo,2014-07-07,Verified
C-OF-O-D08D2AAB,114,24,Enugu-Ukwu,Anambra,Deborah Ekwueme,2017-03-06,Verified
C-OF-O-A64185DE,136,20,Trans-Ekulu,Enugu,Comfort Ojo,2019-08-20,Verified
C-OF-O-4ACD75B0,48,3,GRA,Enugu,Elizabeth Olawale,2015-10-21,Verified
C-OF-O-8B662F60,37,46,Enugu-Ukwu,Anambra,Philip Okonkwo,2011-12-06,Verified
C-OF-O-BC6D056C,49,11,Ikoyi,Lagos,Joseph Olawale,2016-09-09,Verified
C-OF-O-4E4DDBE2,150,21,Surulere,Lagos,Ruth Oyekan,2014-10-24,Verified
C-OF-O-9EF18DAF,150,11,GRA,Enugu,Benjamin Balogun,2017-12-27,Verified
C-OF-O-F5003DF5,40,27,Nnewi,Anambra,Mark Ibrahim,2012-10-17,Verified
C-OF-O-57402C01,28,50,Amawbia,Anambra,James Oyekan,2022-11-04,Verified
C-OF-O-2B80385C,106,46,Trans-Ekulu,Enugu,Mary Adetokunbo,2015-09-22,Verified
C-OF-O-84BDC289,144,25,Ikeja GRA,Lagos,Samuel Uche,2022-01-08,Verified
C-OF-O-FA508662,169,50,Ikeja GRA,Lagos,Gloria Adetokunbo,2016-09-28,Verified
C-OF-O-CD247DF4,142,16,Ikeja GRA,Lagos,Michael Oshodi,2023-09-05,Verified
C-OF-O-A75830A3,2,47,New Haven,Enugu,Agnes Oyekan,2018-01-08,Verified
C-OF-O-A6552EEA,132,25,Victoria Island,Lagos,Sarah Eze,2010-11-20,Verified
C-OF-O-190513CD,67,33,Trans-Ekulu,Enugu,Victoria Ibrahim,2011-01-06,Verified
C-OF-O-AFA1DC00,154,40,Surulere,Lagos,Joshua Ekwueme,2017-03-10,Verified
C-OF-O-38E180B5,185,26,Surulere,Lagos,Faith Adeyemi,2019-02-11,Verified
C-OF-O-5AFF6B42,90,20,Ikeja GRA,Lagos,Joy Oyekan,2016-01-24,Pledged as Collateral
C-OF-O-0E7AAA0D,130,22,Onitsha GRA,Anambra,Deborah Okonkwo,2017-03-28,Verified
C-OF-O-380BA7A3,68,35,Ikoyi,Lagos,David Adetokunbo,2011-09-20,Verified
C-OF-O-D1F0C83E,6,16,Surulere,Lagos,Deborah Adetokunbo,2016-12-05,Verified
C-OF-O-DBD6CA25,42,37,Nnewi,Anambra,Cornelius Abiola,2013-05-19,Verified
C-OF-O-C214002C,79,2,Ikeja GRA,Lagos,Benjamin Uche,2011-02-08,Verified
C-OF-O-F2DC61F2,149,42,Nnewi,Anambra,Joseph Obasanjo,2018-05-05,Verified
C-OF-O-3BF44A46,155,44,Nnewi,Anambra,Simon Olawale,2015-08-02,Verified
C-OF-O-6DB12DE3,43,32,Trans-Ekulu,Enugu,Angela Obasanjo,2017-09-30,Verified
C-OF-O-6FC20DFA,166,37,Onitsha GRA,Anambra,Joy Uche,2017-03-25,Verified
C-OF-O-F4B944DC,42,3,New Haven,Enugu,Daniel Uche,2012-03-30,Verified
C-OF-O-105E8041,10,32,Trans-Ekulu,Enugu,Joy Okonkwo,2023-04-19,Verified
C-OF-O-D1154035,175,24,Onitsha GRA,Anambra,Deborah Obasanjo,2024-01-13,Verified
C-OF-O-CB9D426E,1,32,Ikeja GRA,Lagos,Mark Adetokunbo,2017-01-25,Verified
C-OF-O-58E47262,108,15,Enugu-Ukwu,Anambra,Stephen Obasanjo,2020-11-14,Verified
C-OF-O-EF2F6B8B,176,34,Onitsha GRA,Anambra,Grace Ekwueme,2019-05-31,Verified
C-OF-O-C9938172,28,4,Amawbia,Anambra,Angela Obasanjo,2016-02-20,Verified
C-OF-O-507EAE7F,104,25,Trans-Ekulu,Enugu,Deborah Akinwale,2023-12-01,Verified
C-OF-O-480987AC,31,21,GRA,Enugu,Elizabeth Abiola,2015-06-26,Verified
C-OF-O-9081687D,12,5,Trans-Ekulu,Enugu,Angela Akinwale,2023-07-13,Verified
C-OF-O-FC54C6BE,91,25,Trans-Ekulu,Enugu,James Obi,2016-02-05,Verified
C-OF-O-ECCAFB74,129,26,New Haven,Enugu,Elizabeth Chukwu,2024-02-15,Verified
C-OF-O-AAC086BE,166,2,New Haven,Enugu,Daniel Okonkwo,2013-07-25,Verified
C-OF-O-B72D5255,89,4,Surulere,Lagos,Patience Obasanjo,2019-11-04,Verified
C-OF-O-9FE42C98,107,49,Uwani,Enugu,Comfort Obi,2015-03-19,Verified
C-OF-O-C8F81337,186,14,Enugu-Ukwu,Anambra,Deborah Eze,2017-12-09,Verified
C-OF-O-9250F898,75,46,Surulere,Lagos,Hope Ojo,2015-02-28,Verified
C-OF-O-DF1457B8,6,38,New Haven,Enugu,Mark Uche,2020-04-21,Verified
C-OF-O-BCEDD1D5,108,3,New Haven,Enugu,John Abiola,2013-08-06,Verified
C-OF-O-405A9626,140,40,GRA,Enugu,Michael Adetokunbo,2018-07-02,Verified
C-OF-O-DE333645,104,17,Surulere,Lagos,Hope Nnamani,2024-10-01,Verified
C-OF-O-4A163B2A,157,12,Ikeja GRA,Lagos,Peace Uche,2017-10-18,Verified
C-OF-O-FC8977E8,181,44,Enugu-Ukwu,Anambra,Michael Obi,2017-03-25,Verified
C-OF-O-F3858503,139,29,Onitsha GRA,Anambra,Angela Ogunleye,2023-07-19,Verified
C-OF-O-F8A854BF,9,18,Ikeja GRA,Lagos,Joseph Adeyemi,2021-08-14,Verified
C-OF-O-73D51C20,144,35,Victoria Island,Lagos,Blessing Okonkwo,2021-03-16,Pledged as Collateral
C-OF-O-AB71CFEF,5,49,Uwani,Enugu,Grace Okafor,2012-05-16,Verified
C-OF-O-C02D7947,155,23,Victoria Island,Lagos,Comfort Okafor,2018-02-07,Verified
C-OF-O-923E7A5F,143,49,Surulere,Lagos,Hope Obi,2022-09-14,Verified
C-OF-O-E6620AD8,200,26,New Haven,Enugu,Ruth Obasanjo,2011-01-22,Verified
C-OF-O-10613BF1,51,49,GRA,Enugu,Mary Ibrahim,2024-07-23,Verified
C-OF-O-5525DFD6,197,38,GRA,Enugu,Gabriel Nnamani,2016-08-24,Verified
C-OF-O-6162B487,159,14,Ikeja GRA,Lagos,Michael Ojo,2024-01-09,Verified
C-OF-O-1BFD76D5,188,13,Nnewi,Anambra,Angela Uche,2011-09-28,Verified
C-OF-O-26AEC90A,78,14,Ikoyi,Lagos,Paul Chukwu,2011-04-03,Verified
C-OF-O-D3DC5189,38,39,Surulere,Lagos,Joseph Oshodi,2023-10-21,Verified
C-OF-O-7E04186B,153,49,New Haven,Enugu,Joshua Akinwale,2015-07-01,Verified
C-OF-O-E189FC09,60,31,GRA,Enugu,Benjamin Adetokunbo,2018-01-29,Verified
C-OF-O-14A9CBBE,148,12,Uwani,Enugu,Joshua Obasanjo,2011-06-30,Verified
C-OF-O-B8A4A9F5,47,17,Surulere,Lagos,Comfort Ibrahim,2016-10-28,Verified
C-OF-O-CEB15BCC,139,33,Victoria Island,Lagos,Daniel Balogun,2022-03-22,Verified
C-OF-O-F1CE1F76,37,32,Nnewi,Anambra,Paul Uche,2013-08-29,Verified
C-OF-O-1CBFD6F4,33,18,Trans-Ekulu,Enugu,Andrew Oshodi,2012-01-02,Verified
C-OF-O-4149845F,52,3,GRA,Enugu,Daniel Olawale,2019-04-22,Verified
C-OF-O-DE5AD635,198,14,Trans-Ekulu,Enugu,Mary Olawale,2019-01-30,Verified
C-OF-O-95E5CDD9,63,23,Uwani,Enugu,Charity Okafor,2011-01-08,Verified
C-OF-O-C691E8CC,151,3,Victoria Island,Lagos,Charity Obi,2013-12-02,Verified
C-OF-O-57F5923C,2,11,Nnewi,Anambra,Charity Oyekan,2023-05-08,Verified
C-OF-O-692A0BA5,55,33,Enugu-Ukwu,Anambra,James Okonkwo,2019-04-23,Verified
C-OF-O-CC04CC6B,151,6,Victoria Island,Lagos,Hope Obasanjo,2011-12-01,Verified
C-OF-O-6AA46CA8,162,10,New Haven,Enugu,Joseph Adetokunbo,2024-03-28,Verified
C-OF-O-A7A10E61,62,45,Victoria Island,Lagos,Gloria Olawale,2022-01-31,Verified
C-OF-O-C027F1D7,147,28,Surulere,Lagos,James Chukwu,2012-04-13,Verified
C-OF-O-6A21F52E,156,22,Ikoyi,Lagos,Blessing Balogun,2011-05-17,Verified
C-OF-O-1151FFA8,149,19,Trans-Ekulu,Enugu,John Ogunleye,2019-03-22,Verified
C-OF-O-404F7E69,132,22,Surulere,Lagos,David Nnamani,2019-07-10,Verified
C-OF-O-54B1333B,28,12,Victoria Island,Lagos,David Obi,2019-06-13,Verified
C-OF-O-5E451340,140,46,Ikeja GRA,Lagos,David Oyekan,2011-07-31,Verified
C-OF-O-CB344E9D,111,49,Nnewi,Anambra,Faith Oyekan,2017-01-21,Verified
C-OF-O-F3310378,118,31,Trans-Ekulu,Enugu,Joshua Nnamani,2017-04-06,Verified
C-OF-O-497E4D6B,110,3,Ikeja GRA,Lagos,Hope Ojo,2021-02-03,Verified
C-OF-O-88D3B38F,88,24,Ikeja GRA,Lagos,Faith Ojo,2015-06-10,Verified
C-OF-O-AB79D0F1,113,17,Surulere,Lagos,Gloria Abiola,2024-09-08,Verified
C-OF-O-89FDD812,132,1,Trans-Ekulu,Enugu,Grace Ibrahim,2018-02-24,Verified
C-OF-O-59E5780F,54,50,Trans-Ekulu,Enugu,Nathaniel Olawale,2012-08-21,Verified
C-OF-O-304E1355,96,27,Uwani,Enugu,David Oshodi,2017-12-29,Verified
